"chemical" "ProteinID"
"CIDm00000311" "b4475"
"CIDm00000311" "b4483"
"CIDm00000311" "b4539"
"CIDm00000314" "b0023"
"CIDm00000314" "b0169"
"CIDm00000314" "b0318"
"CIDm00000314" "b0474"
"CIDm00000314" "b0708"
"CIDm00000314" "b0910"
"CIDm00000314" "b0918"
"CIDm00000314" "b1208"
"CIDm00000314" "b1281"
"CIDm00000314" "b1286"
"CIDm00000314" "b1408"
"CIDm00000314" "b1758"
"CIDm00000314" "b1912"
"CIDm00000314" "b2066"
"CIDm00000314" "b2296"
"CIDm00000314" "b2567"
"CIDm00000314" "b2609"
"CIDm00000314" "b2699"
"CIDm00000314" "b2746"
"CIDm00000314" "b2747"
"CIDm00000314" "b2871"
"CIDm00000314" "b3115"
"CIDm00000314" "b3117"
"CIDm00000314" "b3165"
"CIDm00000314" "b3230"
"CIDm00000314" "b3231"
"CIDm00000314" "b3296"
"CIDm00000314" "b3297"
"CIDm00000314" "b3298"
"CIDm00000314" "b3301"
"CIDm00000314" "b3302"
"CIDm00000314" "b3303"
"CIDm00000314" "b3304"
"CIDm00000314" "b3305"
"CIDm00000314" "b3306"
"CIDm00000314" "b3307"
"CIDm00000314" "b3308"
"CIDm00000314" "b3309"
"CIDm00000314" "b3310"
"CIDm00000314" "b3311"
"CIDm00000314" "b3312"
"CIDm00000314" "b3313"
"CIDm00000314" "b3314"
"CIDm00000314" "b3315"
"CIDm00000314" "b3316"
"CIDm00000314" "b3317"
"CIDm00000314" "b3318"
"CIDm00000314" "b3319"
"CIDm00000314" "b3320"
"CIDm00000314" "b3321"
"CIDm00000314" "b3341"
"CIDm00000314" "b3342"
"CIDm00000314" "b3633"
"CIDm00000314" "b3639"
"CIDm00000314" "b3772"
"CIDm00000314" "b3983"
"CIDm00000314" "b3985"
"CIDm00000314" "b4017"
"CIDm00000314" "b4172"
"CIDm00000314" "b4200"
"CIDm00000314" "b4202"
"CIDm00000317" "b0036"
"CIDm00000317" "b0038"
"CIDm00000317" "b0074"
"CIDm00000317" "b0077"
"CIDm00000317" "b0115"
"CIDm00000317" "b0166"
"CIDm00000317" "b0234"
"CIDm00000317" "b0313"
"CIDm00000317" "b0333"
"CIDm00000317" "b0335"
"CIDm00000317" "b0342"
"CIDm00000317" "b0351"
"CIDm00000317" "b0352"
"CIDm00000317" "b0423"
"CIDm00000317" "b0443"
"CIDm00000317" "b0464"
"CIDm00000317" "b0493"
"CIDm00000317" "b0583"
"CIDm00000317" "b0596"
"CIDm00000317" "b0597"
"CIDm00000317" "b0616"
"CIDm00000317" "b0720"
"CIDm00000317" "b0727"
"CIDm00000317" "b0728"
"CIDm00000317" "b0729"
"CIDm00000317" "b0736"
"CIDm00000317" "b0796"
"CIDm00000317" "b0871"
"CIDm00000317" "b0893"
"CIDm00000317" "b0903"
"CIDm00000317" "b0965"
"CIDm00000317" "b1013"
"CIDm00000317" "b1066"
"CIDm00000317" "b1091"
"CIDm00000317" "b1092"
"CIDm00000317" "b1095"
"CIDm00000317" "b1187"
"CIDm00000317" "b1253"
"CIDm00000317" "b1271"
"CIDm00000317" "b1308"
"CIDm00000317" "b1388"
"CIDm00000317" "b1390"
"CIDm00000317" "b1393"
"CIDm00000317" "b1394"
"CIDm00000317" "b1395"
"CIDm00000317" "b1396"
"CIDm00000317" "b1397"
"CIDm00000317" "b1398"
"CIDm00000317" "b1427"
"CIDm00000317" "b1463"
"CIDm00000317" "b1482"
"CIDm00000317" "b1584"
"CIDm00000317" "b1606"
"CIDm00000317" "b1618"
"CIDm00000317" "b1686"
"CIDm00000317" "b1694"
"CIDm00000317" "b1932"
"CIDm00000317" "b2058"
"CIDm00000317" "b2137"
"CIDm00000317" "b2221"
"CIDm00000317" "b2222"
"CIDm00000317" "b2224"
"CIDm00000317" "b2262"
"CIDm00000317" "b2297"
"CIDm00000317" "b2319"
"CIDm00000317" "b2323"
"CIDm00000317" "b2341"
"CIDm00000317" "b2342"
"CIDm00000317" "b2373"
"CIDm00000317" "b2374"
"CIDm00000317" "b2434"
"CIDm00000317" "b2458"
"CIDm00000317" "b2463"
"CIDm00000317" "b2542"
"CIDm00000317" "b2563"
"CIDm00000317" "b2584"
"CIDm00000317" "b2668"
"CIDm00000317" "b2705"
"CIDm00000317" "b2818"
"CIDm00000317" "b2844"
"CIDm00000317" "b2919"
"CIDm00000317" "b2920"
"CIDm00000317" "b2976"
"CIDm00000317" "b3081"
"CIDm00000317" "b3425"
"CIDm00000317" "b3433"
"CIDm00000317" "b3441"
"CIDm00000317" "b3475"
"CIDm00000317" "b3550"
"CIDm00000317" "b3607"
"CIDm00000317" "b3611"
"CIDm00000317" "b3634"
"CIDm00000317" "b3671"
"CIDm00000317" "b3712"
"CIDm00000317" "b3730"
"CIDm00000317" "b3790"
"CIDm00000317" "b3820"
"CIDm00000317" "b3845"
"CIDm00000317" "b3846"
"CIDm00000317" "b3959"
"CIDm00000317" "b3963"
"CIDm00000317" "b3974"
"CIDm00000317" "b4012"
"CIDm00000317" "b4014"
"CIDm00000317" "b4069"
"CIDm00000317" "b4135"
"CIDm00000317" "b4167"
"CIDm00000317" "b4249"
"CIDm00000317" "b4373"
"CIDm00000379" "b0325"
"CIDm00000379" "b0494"
"CIDm00000379" "b0630"
"CIDm00000379" "b1478"
"CIDm00000379" "b2323"
"CIDm00000379" "b4269"
"CIDm00000385" "b1204"
"CIDm00000389" "b0032"
"CIDm00000389" "b0033"
"CIDm00000389" "b0655"
"CIDm00000389" "b0811"
"CIDm00000389" "b0860"
"CIDm00000389" "b0863"
"CIDm00000389" "b1102"
"CIDm00000389" "b1243"
"CIDm00000389" "b1294"
"CIDm00000389" "b1329"
"CIDm00000389" "b1920"
"CIDm00000389" "b2177"
"CIDm00000389" "b2309"
"CIDm00000389" "b2310"
"CIDm00000389" "b2370"
"CIDm00000389" "b2937"
"CIDm00000389" "b3020"
"CIDm00000424" "b0600"
"CIDm00000424" "b0655"
"CIDm00000424" "b0811"
"CIDm00000424" "b0828"
"CIDm00000424" "b0860"
"CIDm00000424" "b0863"
"CIDm00000424" "b0930"
"CIDm00000424" "b0932"
"CIDm00000424" "b1102"
"CIDm00000424" "b1326"
"CIDm00000424" "b1421"
"CIDm00000424" "b1538"
"CIDm00000424" "b1767"
"CIDm00000424" "b1866"
"CIDm00000424" "b1885"
"CIDm00000424" "b1886"
"CIDm00000424" "b1920"
"CIDm00000424" "b2271"
"CIDm00000424" "b2290"
"CIDm00000424" "b2309"
"CIDm00000424" "b2310"
"CIDm00000424" "b2370"
"CIDm00000424" "b2379"
"CIDm00000424" "b2476"
"CIDm00000424" "b2743"
"CIDm00000424" "b2753"
"CIDm00000424" "b2957"
"CIDm00000424" "b3072"
"CIDm00000424" "b3172"
"CIDm00000424" "b3189"
"CIDm00000424" "b3528"
"CIDm00000424" "b3956"
"CIDm00000424" "b4024"
"CIDm00000424" "b4077"
"CIDm00000424" "b4244"
"CIDm00000424" "b4245"
"CIDm00000424" "b4328"
"CIDm00000424" "b4355"
"CIDm00000441" "b2414"
"CIDm00000441" "b2421"
"CIDm00000453" "b1521"
"CIDm00000453" "b1542"
"CIDm00000453" "b1687"
"CIDm00000453" "b2133"
"CIDm00000453" "b2172"
"CIDm00000453" "b2764"
"CIDm00000453" "b2976"
"CIDm00000453" "b2979"
"CIDm00000453" "b3600"
"CIDm00000453" "b4014"
"CIDm00000453" "b4034"
"CIDm00000453" "b4323"
"CIDm00000453" "b4463"
"CIDm00000453" "b4468"
"CIDm00000499" "b0047"
"CIDm00000499" "b0123"
"CIDm00000499" "b0242"
"CIDm00000499" "b0311"
"CIDm00000499" "b0403"
"CIDm00000499" "b0419"
"CIDm00000499" "b0478"
"CIDm00000499" "b0771"
"CIDm00000499" "b1250"
"CIDm00000499" "b1276"
"CIDm00000499" "b1309"
"CIDm00000499" "b1692"
"CIDm00000499" "b1771"
"CIDm00000499" "b1927"
"CIDm00000499" "b2834"
"CIDm00000499" "b3001"
"CIDm00000499" "b3017"
"CIDm00000499" "b3281"
"CIDm00000499" "b3350"
"CIDm00000499" "b3571"
"CIDm00000499" "b3579"
"CIDm00000499" "b3648"
"CIDm00000499" "b4239"
"CIDm00000525" "b0036"
"CIDm00000525" "b0053"
"CIDm00000525" "b0168"
"CIDm00000525" "b0268"
"CIDm00000525" "b0441"
"CIDm00000525" "b0600"
"CIDm00000525" "b0750"
"CIDm00000525" "b0854"
"CIDm00000525" "b0924"
"CIDm00000525" "b1033"
"CIDm00000525" "b1123"
"CIDm00000525" "b1317"
"CIDm00000525" "b1325"
"CIDm00000525" "b1393"
"CIDm00000525" "b1394"
"CIDm00000525" "b1411"
"CIDm00000525" "b1421"
"CIDm00000525" "b1449"
"CIDm00000525" "b1479"
"CIDm00000525" "b1581"
"CIDm00000525" "b1611"
"CIDm00000525" "b1727"
"CIDm00000525" "b1885"
"CIDm00000525" "b1886"
"CIDm00000525" "b2032"
"CIDm00000525" "b2044"
"CIDm00000525" "b2050"
"CIDm00000525" "b2057"
"CIDm00000525" "b2247"
"CIDm00000525" "b2290"
"CIDm00000525" "b2293"
"CIDm00000525" "b2320"
"CIDm00000525" "b2341"
"CIDm00000525" "b2379"
"CIDm00000525" "b2463"
"CIDm00000525" "b2473"
"CIDm00000525" "b2478"
"CIDm00000525" "b2565"
"CIDm00000525" "b2599"
"CIDm00000525" "b2600"
"CIDm00000525" "b2690"
"CIDm00000525" "b2787"
"CIDm00000525" "b2788"
"CIDm00000525" "b2826"
"CIDm00000525" "b2913"
"CIDm00000525" "b2914"
"CIDm00000525" "b2919"
"CIDm00000525" "b2976"
"CIDm00000525" "b3072"
"CIDm00000525" "b3225"
"CIDm00000525" "b3236"
"CIDm00000525" "b3256"
"CIDm00000525" "b3328"
"CIDm00000525" "b3329"
"CIDm00000525" "b3330"
"CIDm00000525" "b3560"
"CIDm00000525" "b3579"
"CIDm00000525" "b3628"
"CIDm00000525" "b3715"
"CIDm00000525" "b3775"
"CIDm00000525" "b3846"
"CIDm00000525" "b3958"
"CIDm00000525" "b4014"
"CIDm00000525" "b4092"
"CIDm00000525" "b4125"
"CIDm00000525" "b4226"
"CIDm00000525" "b4244"
"CIDm00000525" "b4245"
"CIDm00000525" "b4298"
"CIDm00000525" "b4355"
"CIDm00000525" "b4478"
"CIDm00000593" "b0049"
"CIDm00000593" "b0143"
"CIDm00000593" "b0231"
"CIDm00000593" "b0568"
"CIDm00000593" "b0918"
"CIDm00000593" "b1184"
"CIDm00000593" "b1838"
"CIDm00000593" "b2066"
"CIDm00000593" "b2296"
"CIDm00000593" "b2498"
"CIDm00000593" "b2508"
"CIDm00000593" "b2708"
"CIDm00000593" "b2734"
"CIDm00000593" "b2746"
"CIDm00000593" "b2747"
"CIDm00000593" "b2780"
"CIDm00000593" "b2798"
"CIDm00000593" "b2851"
"CIDm00000593" "b2852"
"CIDm00000593" "b3056"
"CIDm00000593" "b3066"
"CIDm00000593" "b3115"
"CIDm00000593" "b3197"
"CIDm00000593" "b3295"
"CIDm00000593" "b3530"
"CIDm00000593" "b3639"
"CIDm00000593" "b3649"
"CIDm00000593" "b3863"
"CIDm00000593" "b3987"
"CIDm00000593" "b3988"
"CIDm00000593" "b4172"
"CIDm00000593" "b4244"
"CIDm00000593" "b4245"
"CIDm00000594" "b0187"
"CIDm00000594" "b0333"
"CIDm00000594" "b0516"
"CIDm00000594" "b0526"
"CIDm00000594" "b0655"
"CIDm00000594" "b0720"
"CIDm00000594" "b0811"
"CIDm00000594" "b0860"
"CIDm00000594" "b0863"
"CIDm00000594" "b1089"
"CIDm00000594" "b1326"
"CIDm00000594" "b1588"
"CIDm00000594" "b1646"
"CIDm00000594" "b1651"
"CIDm00000594" "b1716"
"CIDm00000594" "b1880"
"CIDm00000594" "b1920"
"CIDm00000594" "b2185"
"CIDm00000594" "b2309"
"CIDm00000594" "b2310"
"CIDm00000594" "b2370"
"CIDm00000594" "b2414"
"CIDm00000594" "b2421"
"CIDm00000594" "b2472"
"CIDm00000594" "b2530"
"CIDm00000594" "b2571"
"CIDm00000594" "b2606"
"CIDm00000594" "b2688"
"CIDm00000594" "b2872"
"CIDm00000594" "b2988"
"CIDm00000594" "b3185"
"CIDm00000594" "b3186"
"CIDm00000594" "b3231"
"CIDm00000594" "b3294"
"CIDm00000594" "b3299"
"CIDm00000594" "b3301"
"CIDm00000594" "b3302"
"CIDm00000594" "b3304"
"CIDm00000594" "b3305"
"CIDm00000594" "b3308"
"CIDm00000594" "b3309"
"CIDm00000594" "b3310"
"CIDm00000594" "b3312"
"CIDm00000594" "b3313"
"CIDm00000594" "b3315"
"CIDm00000594" "b3317"
"CIDm00000594" "b3318"
"CIDm00000594" "b3319"
"CIDm00000594" "b3320"
"CIDm00000594" "b3339"
"CIDm00000594" "b3433"
"CIDm00000594" "b3458"
"CIDm00000594" "b3460"
"CIDm00000594" "b3607"
"CIDm00000594" "b3636"
"CIDm00000594" "b3637"
"CIDm00000594" "b3703"
"CIDm00000594" "b3957"
"CIDm00000594" "b3980"
"CIDm00000594" "b3983"
"CIDm00000594" "b4201"
"CIDm00000594" "b4506"
"CIDm00000596" "b0082"
"CIDm00000596" "b0477"
"CIDm00000596" "b1204"
"CIDm00000596" "b1208"
"CIDm00000596" "b1772"
"CIDm00000596" "b2066"
"CIDm00000596" "b2100"
"CIDm00000596" "b2143"
"CIDm00000596" "b2160"
"CIDm00000596" "b2166"
"CIDm00000596" "b2559"
"CIDm00000596" "b2746"
"CIDm00000596" "b3374"
"CIDm00000596" "b3526"
"CIDm00000596" "b3752"
"CIDm00000597" "b2559"
"CIDm00000597" "b2746"
"CIDm00000597" "b2794"
"CIDm00000598" "b3997"
"CIDm00000602" "b0049"
"CIDm00000602" "b0053"
"CIDm00000602" "b0084"
"CIDm00000602" "b0092"
"CIDm00000602" "b0110"
"CIDm00000602" "b0312"
"CIDm00000602" "b0349"
"CIDm00000602" "b0381"
"CIDm00000602" "b0441"
"CIDm00000602" "b0525"
"CIDm00000602" "b0586"
"CIDm00000602" "b0599"
"CIDm00000602" "b0635"
"CIDm00000602" "b0686"
"CIDm00000602" "b0709"
"CIDm00000602" "b0741"
"CIDm00000602" "b0755"
"CIDm00000602" "b0839"
"CIDm00000602" "b0867"
"CIDm00000602" "b0932"
"CIDm00000602" "b0957"
"CIDm00000602" "b1009"
"CIDm00000602" "b1014"
"CIDm00000602" "b1241"
"CIDm00000602" "b1300"
"CIDm00000602" "b1325"
"CIDm00000602" "b1385"
"CIDm00000602" "b1415"
"CIDm00000602" "b1444"
"CIDm00000602" "b1525"
"CIDm00000602" "b1581"
"CIDm00000602" "b1634"
"CIDm00000602" "b1746"
"CIDm00000602" "b1838"
"CIDm00000602" "b2247"
"CIDm00000602" "b2263"
"CIDm00000602" "b2455"
"CIDm00000602" "b2568"
"CIDm00000602" "b2605"
"CIDm00000602" "b2661"
"CIDm00000602" "b2697"
"CIDm00000602" "b2701"
"CIDm00000602" "b2734"
"CIDm00000602" "b2787"
"CIDm00000602" "b2788"
"CIDm00000602" "b2890"
"CIDm00000602" "b2963"
"CIDm00000602" "b3182"
"CIDm00000602" "b3236"
"CIDm00000602" "b3256"
"CIDm00000602" "b3340"
"CIDm00000602" "b3363"
"CIDm00000602" "b3412"
"CIDm00000602" "b3458"
"CIDm00000602" "b3460"
"CIDm00000602" "b3496"
"CIDm00000602" "b3552"
"CIDm00000602" "b3579"
"CIDm00000602" "b3588"
"CIDm00000602" "b3775"
"CIDm00000602" "b3945"
"CIDm00000602" "b4034"
"CIDm00000602" "b4129"
"CIDm00000602" "b4130"
"CIDm00000602" "b4392"
"CIDm00000602" "b4478"
"CIDm00000604" "b1093"
"CIDm00000604" "b1325"
"CIDm00000604" "b1542"
"CIDm00000604" "b1581"
"CIDm00000604" "b2247"
"CIDm00000604" "b2716"
"CIDm00000604" "b2774"
"CIDm00000604" "b2787"
"CIDm00000604" "b2788"
"CIDm00000604" "b2842"
"CIDm00000604" "b2901"
"CIDm00000604" "b3579"
"CIDm00000604" "b3721"
"CIDm00000604" "b4266"
"CIDm00000604" "b4322"
"CIDm00000604" "b4478"
"CIDm00000610" "b1310"
"CIDm00000610" "b3453"
"CIDm00000610" "b3566"
"CIDm00000610" "b3579"
"CIDm00000611" "b0047"
"CIDm00000611" "b0049"
"CIDm00000611" "b0084"
"CIDm00000611" "b0131"
"CIDm00000611" "b0144"
"CIDm00000611" "b0150"
"CIDm00000611" "b0207"
"CIDm00000611" "b0210"
"CIDm00000611" "b0213"
"CIDm00000611" "b0219"
"CIDm00000611" "b0242"
"CIDm00000611" "b0312"
"CIDm00000611" "b0386"
"CIDm00000611" "b0478"
"CIDm00000611" "b0485"
"CIDm00000611" "b0600"
"CIDm00000611" "b0635"
"CIDm00000611" "b0655"
"CIDm00000611" "b0680"
"CIDm00000611" "b0741"
"CIDm00000611" "b0777"
"CIDm00000611" "b0811"
"CIDm00000611" "b0819"
"CIDm00000611" "b0838"
"CIDm00000611" "b0839"
"CIDm00000611" "b0852"
"CIDm00000611" "b0860"
"CIDm00000611" "b0863"
"CIDm00000611" "b0867"
"CIDm00000611" "b0921"
"CIDm00000611" "b0932"
"CIDm00000611" "b0957"
"CIDm00000611" "b1014"
"CIDm00000611" "b1096"
"CIDm00000611" "b1113"
"CIDm00000611" "b1210"
"CIDm00000611" "b1241"
"CIDm00000611" "b1250"
"CIDm00000611" "b1288"
"CIDm00000611" "b1297"
"CIDm00000611" "b1300"
"CIDm00000611" "b1325"
"CIDm00000611" "b1326"
"CIDm00000611" "b1385"
"CIDm00000611" "b1415"
"CIDm00000611" "b1430"
"CIDm00000611" "b1444"
"CIDm00000611" "b1451"
"CIDm00000611" "b1454"
"CIDm00000611" "b1524"
"CIDm00000611" "b1525"
"CIDm00000611" "b1581"
"CIDm00000611" "b1635"
"CIDm00000611" "b1678"
"CIDm00000611" "b1740"
"CIDm00000611" "b1746"
"CIDm00000611" "b1761"
"CIDm00000611" "b1767"
"CIDm00000611" "b1781"
"CIDm00000611" "b1822"
"CIDm00000611" "b1838"
"CIDm00000611" "b1843"
"CIDm00000611" "b1870"
"CIDm00000611" "b1871"
"CIDm00000611" "b1920"
"CIDm00000611" "b1990"
"CIDm00000611" "b2247"
"CIDm00000611" "b2271"
"CIDm00000611" "b2290"
"CIDm00000611" "b2301"
"CIDm00000611" "b2302"
"CIDm00000611" "b2309"
"CIDm00000611" "b2310"
"CIDm00000611" "b2315"
"CIDm00000611" "b2318"
"CIDm00000611" "b2370"
"CIDm00000611" "b2379"
"CIDm00000611" "b2400"
"CIDm00000611" "b2414"
"CIDm00000611" "b2421"
"CIDm00000611" "b2455"
"CIDm00000611" "b2605"
"CIDm00000611" "b2661"
"CIDm00000611" "b2688"
"CIDm00000611" "b2701"
"CIDm00000611" "b2734"
"CIDm00000611" "b2753"
"CIDm00000611" "b2787"
"CIDm00000611" "b2788"
"CIDm00000611" "b2818"
"CIDm00000611" "b2957"
"CIDm00000611" "b2963"
"CIDm00000611" "b2989"
"CIDm00000611" "b3012"
"CIDm00000611" "b3229"
"CIDm00000611" "b3350"
"CIDm00000611" "b3447"
"CIDm00000611" "b3552"
"CIDm00000611" "b3588"
"CIDm00000611" "b3592"
"CIDm00000611" "b3729"
"CIDm00000611" "b3770"
"CIDm00000611" "b3870"
"CIDm00000611" "b3887"
"CIDm00000611" "b3959"
"CIDm00000611" "b3967"
"CIDm00000611" "b4478"
"CIDm00000612" "b0212"
"CIDm00000612" "b0312"
"CIDm00000612" "b0927"
"CIDm00000612" "b1014"
"CIDm00000612" "b1241"
"CIDm00000612" "b1300"
"CIDm00000612" "b1380"
"CIDm00000612" "b1385"
"CIDm00000612" "b1415"
"CIDm00000612" "b1444"
"CIDm00000612" "b1525"
"CIDm00000612" "b1746"
"CIDm00000612" "b2455"
"CIDm00000612" "b2661"
"CIDm00000612" "b2699"
"CIDm00000612" "b3225"
"CIDm00000612" "b3231"
"CIDm00000612" "b3236"
"CIDm00000612" "b3301"
"CIDm00000612" "b3302"
"CIDm00000612" "b3304"
"CIDm00000612" "b3305"
"CIDm00000612" "b3308"
"CIDm00000612" "b3309"
"CIDm00000612" "b3310"
"CIDm00000612" "b3312"
"CIDm00000612" "b3313"
"CIDm00000612" "b3315"
"CIDm00000612" "b3317"
"CIDm00000612" "b3318"
"CIDm00000612" "b3319"
"CIDm00000612" "b3320"
"CIDm00000612" "b3399"
"CIDm00000612" "b3553"
"CIDm00000612" "b3588"
"CIDm00000612" "b3605"
"CIDm00000612" "b3812"
"CIDm00000612" "b3885"
"CIDm00000612" "b3983"
"CIDm00000612" "b3985"
"CIDm00000612" "b4374"
"CIDm00000614" "b0053"
"CIDm00000614" "b0133"
"CIDm00000614" "b0144"
"CIDm00000614" "b0194"
"CIDm00000614" "b0312"
"CIDm00000614" "b0349"
"CIDm00000614" "b0386"
"CIDm00000614" "b0441"
"CIDm00000614" "b0525"
"CIDm00000614" "b0680"
"CIDm00000614" "b0686"
"CIDm00000614" "b0826"
"CIDm00000614" "b1009"
"CIDm00000614" "b1014"
"CIDm00000614" "b1059"
"CIDm00000614" "b1189"
"CIDm00000614" "b1241"
"CIDm00000614" "b1300"
"CIDm00000614" "b1325"
"CIDm00000614" "b1385"
"CIDm00000614" "b1415"
"CIDm00000614" "b1444"
"CIDm00000614" "b1525"
"CIDm00000614" "b1581"
"CIDm00000614" "b1746"
"CIDm00000614" "b2247"
"CIDm00000614" "b2263"
"CIDm00000614" "b2324"
"CIDm00000614" "b2400"
"CIDm00000614" "b2455"
"CIDm00000614" "b2661"
"CIDm00000614" "b2787"
"CIDm00000614" "b2788"
"CIDm00000614" "b2908"
"CIDm00000614" "b3357"
"CIDm00000614" "b3363"
"CIDm00000614" "b3412"
"CIDm00000614" "b3458"
"CIDm00000614" "b3460"
"CIDm00000614" "b3588"
"CIDm00000614" "b3775"
"CIDm00000614" "b3992"
"CIDm00000614" "b4478"
"CIDm00000617" "b0312"
"CIDm00000617" "b0525"
"CIDm00000617" "b0893"
"CIDm00000617" "b0908"
"CIDm00000617" "b0932"
"CIDm00000617" "b1014"
"CIDm00000617" "b1102"
"CIDm00000617" "b1241"
"CIDm00000617" "b1260"
"CIDm00000617" "b1261"
"CIDm00000617" "b1300"
"CIDm00000617" "b1325"
"CIDm00000617" "b1385"
"CIDm00000617" "b1415"
"CIDm00000617" "b1444"
"CIDm00000617" "b1525"
"CIDm00000617" "b1581"
"CIDm00000617" "b1646"
"CIDm00000617" "b1676"
"CIDm00000617" "b1719"
"CIDm00000617" "b1746"
"CIDm00000617" "b1854"
"CIDm00000617" "b1919"
"CIDm00000617" "b2058"
"CIDm00000617" "b2247"
"CIDm00000617" "b2455"
"CIDm00000617" "b2551"
"CIDm00000617" "b2560"
"CIDm00000617" "b2661"
"CIDm00000617" "b2697"
"CIDm00000617" "b2741"
"CIDm00000617" "b2778"
"CIDm00000617" "b2787"
"CIDm00000617" "b2788"
"CIDm00000617" "b2871"
"CIDm00000617" "b2913"
"CIDm00000617" "b3067"
"CIDm00000617" "b3113"
"CIDm00000617" "b3295"
"CIDm00000617" "b3363"
"CIDm00000617" "b3461"
"CIDm00000617" "b3588"
"CIDm00000617" "b3607"
"CIDm00000617" "b3649"
"CIDm00000617" "b3887"
"CIDm00000617" "b3987"
"CIDm00000617" "b3988"
"CIDm00000617" "b4355"
"CIDm00000617" "b4388"
"CIDm00000617" "b4478"
"CIDm00000620" "b2234"
"CIDm00000620" "b2235"
"CIDm00000620" "b2750"
"CIDm00000620" "b3931"
"CIDm00000620" "b3932"
"CIDm00000621" "b0398"
"CIDm00000621" "b0607"
"CIDm00000621" "b1333"
"CIDm00000621" "b1376"
"CIDm00000621" "b1895"
"CIDm00000621" "b2291"
"CIDm00000621" "b2407"
"CIDm00000621" "b2518"
"CIDm00000621" "b2699"
"CIDm00000621" "b3231"
"CIDm00000621" "b3301"
"CIDm00000621" "b3302"
"CIDm00000621" "b3304"
"CIDm00000621" "b3305"
"CIDm00000621" "b3308"
"CIDm00000621" "b3309"
"CIDm00000621" "b3310"
"CIDm00000621" "b3312"
"CIDm00000621" "b3313"
"CIDm00000621" "b3315"
"CIDm00000621" "b3317"
"CIDm00000621" "b3318"
"CIDm00000621" "b3319"
"CIDm00000621" "b3320"
"CIDm00000621" "b3495"
"CIDm00000621" "b3923"
"CIDm00000621" "b3935"
"CIDm00000621" "b3983"
"CIDm00000621" "b3985"
"CIDm00000622" "b0049"
"CIDm00000622" "b0060"
"CIDm00000622" "b0184"
"CIDm00000622" "b0231"
"CIDm00000622" "b1184"
"CIDm00000622" "b1838"
"CIDm00000622" "b2234"
"CIDm00000622" "b2235"
"CIDm00000622" "b2675"
"CIDm00000622" "b2699"
"CIDm00000622" "b2734"
"CIDm00000623" "b0231"
"CIDm00000623" "b1184"
"CIDm00000623" "b2065"
"CIDm00000624" "b0910"
"CIDm00000624" "b2827"
"CIDm00000624" "b3935"
"CIDm00000625" "b0060"
"CIDm00000625" "b0231"
"CIDm00000625" "b2065"
"CIDm00000625" "b2234"
"CIDm00000625" "b2675"
"CIDm00000625" "b2798"
"CIDm00000625" "b3863"
"CIDm00000625" "b4244"
"CIDm00000625" "b4245"
"CIDm00000636" "b0231"
"CIDm00000636" "b0480"
"CIDm00000636" "b0885"
"CIDm00000636" "b1184"
"CIDm00000636" "b1623"
"CIDm00000636" "b4213"
"CIDm00000637" "b2699"
"CIDm00000637" "b3231"
"CIDm00000637" "b3301"
"CIDm00000637" "b3302"
"CIDm00000637" "b3304"
"CIDm00000637" "b3305"
"CIDm00000637" "b3308"
"CIDm00000637" "b3309"
"CIDm00000637" "b3310"
"CIDm00000637" "b3312"
"CIDm00000637" "b3313"
"CIDm00000637" "b3315"
"CIDm00000637" "b3317"
"CIDm00000637" "b3318"
"CIDm00000637" "b3319"
"CIDm00000637" "b3320"
"CIDm00000637" "b3983"
"CIDm00000637" "b3985"
"CIDm00000637" "b4055"
"CIDm00000638" "b2407"
"CIDm00000638" "b2559"
"CIDm00000638" "b4384"
"CIDm00000640" "b2827"
"CIDm00000640" "b3640"
"CIDm00000640" "b3831"
"CIDm00000644" "b2518"
"CIDm00000644" "b2918"
"CIDm00000645" "b0231"
"CIDm00000645" "b1098"
"CIDm00000645" "b1184"
"CIDm00000645" "b2518"
"CIDm00000645" "b2827"
"CIDm00000645" "b3822"
"CIDm00000645" "b3935"
"CIDm00000646" "b0060"
"CIDm00000646" "b0099"
"CIDm00000646" "b0231"
"CIDm00000646" "b1034"
"CIDm00000646" "b1134"
"CIDm00000646" "b1184"
"CIDm00000646" "b1759"
"CIDm00000646" "b1813"
"CIDm00000646" "b1865"
"CIDm00000646" "b2051"
"CIDm00000646" "b2234"
"CIDm00000646" "b2235"
"CIDm00000646" "b2251"
"CIDm00000646" "b2518"
"CIDm00000646" "b2675"
"CIDm00000646" "b2676"
"CIDm00000646" "b2830"
"CIDm00000646" "b3295"
"CIDm00000646" "b3397"
"CIDm00000646" "b3649"
"CIDm00000646" "b3987"
"CIDm00000646" "b3988"
"CIDm00000670" "b1200"
"CIDm00000670" "b3902"
"CIDm00000681" "b0046"
"CIDm00000681" "b0901"
"CIDm00000681" "b1646"
"CIDm00000681" "b2764"
"CIDm00000681" "b3028"
"CIDm00000681" "b3351"
"CIDm00000687" "b2065"
"CIDm00000687" "b3640"
"CIDm00000688" "b0048"
"CIDm00000688" "b1281"
"CIDm00000688" "b2827"
"CIDm00000688" "b3640"
"CIDm00000688" "b3642"
"CIDm00000689" "b1087"
"CIDm00000689" "b2065"
"CIDm00000689" "b3248"
"CIDm00000689" "b3295"
"CIDm00000689" "b3640"
"CIDm00000689" "b3649"
"CIDm00000689" "b3987"
"CIDm00000689" "b3988"
"CIDm00000703" "b0039"
