"chemical" "ProteinID"
"CIDm00000224" "b3350"
"CIDm00000224" "b3374"
"CIDm00000224" "b3397"
"CIDm00000224" "b3417"
"CIDm00000224" "b3428"
"CIDm00000224" "b3469"
"CIDm00000224" "b3495"
"CIDm00000224" "b3499"
"CIDm00000224" "b3526"
"CIDm00000224" "b3588"
"CIDm00000224" "b3643"
"CIDm00000224" "b3648"
"CIDm00000224" "b3740"
"CIDm00000224" "b3744"
"CIDm00000224" "b3752"
"CIDm00000224" "b3780"
"CIDm00000224" "b3870"
"CIDm00000224" "b3923"
"CIDm00000224" "b3925"
"CIDm00000224" "b3942"
"CIDm00000224" "b4005"
"CIDm00000224" "b4016"
"CIDm00000224" "b4069"
"CIDm00000224" "b4092"
"CIDm00000224" "b4154"
"CIDm00000224" "b4155"
"CIDm00000224" "b4167"
"CIDm00000224" "b4177"
"CIDm00000224" "b4187"
"CIDm00000224" "b4200"
"CIDm00000224" "b4202"
"CIDm00000224" "b4214"
"CIDm00000224" "b4218"
"CIDm00000224" "b4232"
"CIDm00000224" "b4233"
"CIDm00000224" "b4382"
"CIDm00000224" "b4386"
"CIDm00000224" "b4387"
"CIDm00000224" "b4390"
"CIDm00000224" "b4461"
"CIDm00000224" "b4475"
"CIDm00000229" "b0064"
"CIDm00000229" "b0080"
"CIDm00000229" "b0130"
"CIDm00000229" "b0344"
"CIDm00000229" "b0345"
"CIDm00000229" "b0608"
"CIDm00000229" "b0756"
"CIDm00000229" "b0837"
"CIDm00000229" "b0994"
"CIDm00000229" "b1023"
"CIDm00000229" "b1107"
"CIDm00000229" "b1313"
"CIDm00000229" "b1320"
"CIDm00000229" "b1580"
"CIDm00000229" "b1620"
"CIDm00000229" "b1658"
"CIDm00000229" "b1774"
"CIDm00000229" "b1776"
"CIDm00000229" "b1901"
"CIDm00000229" "b2091"
"CIDm00000229" "b2132"
"CIDm00000229" "b2150"
"CIDm00000229" "b2151"
"CIDm00000229" "b2256"
"CIDm00000229" "b2544"
"CIDm00000229" "b2545"
"CIDm00000229" "b2548"
"CIDm00000229" "b2714"
"CIDm00000229" "b2837"
"CIDm00000229" "b3075"
"CIDm00000229" "b3531"
"CIDm00000229" "b3566"
"CIDm00000229" "b3569"
"CIDm00000229" "b3616"
"CIDm00000229" "b3748"
"CIDm00000229" "b3751"
"CIDm00000229" "b3753"
"CIDm00000229" "b3879"
"CIDm00000229" "b3934"
"CIDm00000229" "b4031"
"CIDm00000229" "b4088"
"CIDm00000229" "b4241"
"CIDm00000229" "b4267"
"CIDm00000229" "b4358"
"CIDm00000229" "b4465"
"CIDm00000232" "b0273"
"CIDm00000232" "b0447"
"CIDm00000232" "b0450"
"CIDm00000232" "b0655"
"CIDm00000232" "b0811"
"CIDm00000232" "b0860"
"CIDm00000232" "b0863"
"CIDm00000232" "b0889"
"CIDm00000232" "b0932"
"CIDm00000232" "b1325"
"CIDm00000232" "b1326"
"CIDm00000232" "b1581"
"CIDm00000232" "b1876"
"CIDm00000232" "b1920"
"CIDm00000232" "b2058"
"CIDm00000232" "b2247"
"CIDm00000232" "b2297"
"CIDm00000232" "b2309"
"CIDm00000232" "b2310"
"CIDm00000232" "b2370"
"CIDm00000232" "b2458"
"CIDm00000232" "b2463"
"CIDm00000232" "b2553"
"CIDm00000232" "b2764"
"CIDm00000232" "b2787"
"CIDm00000232" "b2788"
"CIDm00000232" "b2818"
"CIDm00000232" "b2870"
"CIDm00000232" "b2937"
"CIDm00000232" "b3172"
"CIDm00000232" "b3237"
"CIDm00000232" "b3607"
"CIDm00000232" "b3656"
"CIDm00000232" "b3743"
"CIDm00000232" "b3878"
"CIDm00000232" "b3887"
"CIDm00000232" "b3958"
"CIDm00000232" "b3959"
"CIDm00000232" "b3960"
"CIDm00000232" "b4115"
"CIDm00000232" "b4254"
"CIDm00000232" "b4478"
"CIDm00000236" "b0930"
"CIDm00000236" "b1767"
"CIDm00000236" "b3743"
"CIDm00000236" "b3744"
"CIDm00000236" "b4328"
"CIDm00000238" "b0014"
"CIDm00000238" "b0033"
"CIDm00000238" "b0037"
"CIDm00000238" "b0049"
"CIDm00000238" "b0092"
"CIDm00000238" "b0094"
"CIDm00000238" "b0098"
"CIDm00000238" "b0099"
"CIDm00000238" "b0103"
"CIDm00000238" "b0104"
"CIDm00000238" "b0115"
"CIDm00000238" "b0133"
"CIDm00000238" "b0142"
"CIDm00000238" "b0143"
"CIDm00000238" "b0155"
"CIDm00000238" "b0161"
"CIDm00000238" "b0171"
"CIDm00000238" "b0188"
"CIDm00000238" "b0194"
"CIDm00000238" "b0219"
"CIDm00000238" "b0231"
"CIDm00000238" "b0262"
"CIDm00000238" "b0315"
"CIDm00000238" "b0318"
"CIDm00000238" "b0335"
"CIDm00000238" "b0381"
"CIDm00000238" "b0385"
"CIDm00000238" "b0388"
"CIDm00000238" "b0397"
"CIDm00000238" "b0400"
"CIDm00000238" "b0417"
"CIDm00000238" "b0423"
"CIDm00000238" "b0448"
"CIDm00000238" "b0449"
"CIDm00000238" "b0450"
"CIDm00000238" "b0451"
"CIDm00000238" "b0473"
"CIDm00000238" "b0474"
"CIDm00000238" "b0477"
"CIDm00000238" "b0480"
"CIDm00000238" "b0484"
"CIDm00000238" "b0522"
"CIDm00000238" "b0523"
"CIDm00000238" "b0568"
"CIDm00000238" "b0570"
"CIDm00000238" "b0586"
"CIDm00000238" "b0605"
"CIDm00000238" "b0607"
"CIDm00000238" "b0616"
"CIDm00000238" "b0639"
"CIDm00000238" "b0674"
"CIDm00000238" "b0680"
"CIDm00000238" "b0727"
"CIDm00000238" "b0757"
"CIDm00000238" "b0778"
"CIDm00000238" "b0784"
"CIDm00000238" "b0826"
"CIDm00000238" "b0833"
"CIDm00000238" "b0855"
"CIDm00000238" "b0879"
"CIDm00000238" "b0893"
"CIDm00000238" "b0914"
"CIDm00000238" "b0915"
"CIDm00000238" "b0930"
"CIDm00000238" "b0993"
"CIDm00000238" "b1025"
"CIDm00000238" "b1059"
"CIDm00000238" "b1068"
"CIDm00000238" "b1094"
"CIDm00000238" "b1098"
"CIDm00000238" "b1117"
"CIDm00000238" "b1126"
"CIDm00000238" "b1129"
"CIDm00000238" "b1134"
"CIDm00000238" "b1136"
"CIDm00000238" "b1163"
"CIDm00000238" "b1168"
"CIDm00000238" "b1175"
"CIDm00000238" "b1184"
"CIDm00000238" "b1189"
"CIDm00000238" "b1208"
"CIDm00000238" "b1222"
"CIDm00000238" "b1246"
"CIDm00000238" "b1270"
"CIDm00000238" "b1285"
"CIDm00000238" "b1303"
"CIDm00000238" "b1315"
"CIDm00000238" "b1333"
"CIDm00000238" "b1334"
"CIDm00000238" "b1341"
"CIDm00000238" "b1344"
"CIDm00000238" "b1363"
"CIDm00000238" "b1376"
"CIDm00000238" "b1398"
"CIDm00000238" "b1411"
"CIDm00000238" "b1441"
"CIDm00000238" "b1479"
"CIDm00000238" "b1484"
"CIDm00000238" "b1489"
"CIDm00000238" "b1490"
"CIDm00000238" "b1507"
"CIDm00000238" "b1508"
"CIDm00000238" "b1511"
"CIDm00000238" "b1522"
"CIDm00000238" "b1592"
"CIDm00000238" "b1624"
"CIDm00000238" "b1637"
"CIDm00000238" "b1676"
"CIDm00000238" "b1701"
"CIDm00000238" "b1719"
"CIDm00000238" "b1723"
"CIDm00000238" "b1740"
"CIDm00000238" "b1759"
"CIDm00000238" "b1772"
"CIDm00000238" "b1805"
"CIDm00000238" "b1813"
"CIDm00000238" "b1838"
"CIDm00000238" "b1843"
"CIDm00000238" "b1849"
"CIDm00000238" "b1854"
"CIDm00000238" "b1860"
"CIDm00000238" "b1865"
"CIDm00000238" "b1884"
"CIDm00000238" "b1895"
"CIDm00000238" "b1956"
"CIDm00000238" "b1968"
"CIDm00000238" "b2051"
"CIDm00000238" "b2067"
"CIDm00000238" "b2078"
"CIDm00000238" "b2100"
"CIDm00000238" "b2104"
"CIDm00000238" "b2160"
"CIDm00000238" "b2163"
"CIDm00000238" "b2166"
"CIDm00000238" "b2218"
"CIDm00000238" "b2219"
"CIDm00000238" "b2220"
"CIDm00000238" "b2234"
"CIDm00000238" "b2235"
"CIDm00000238" "b2251"
"CIDm00000238" "b2255"
"CIDm00000238" "b2260"
"CIDm00000238" "b2296"
"CIDm00000238" "b2306"
"CIDm00000238" "b2324"
"CIDm00000238" "b2370"
"CIDm00000238" "b2389"
"CIDm00000238" "b2400"
"CIDm00000238" "b2418"
"CIDm00000238" "b2454"
"CIDm00000238" "b2463"
"CIDm00000238" "b2469"
"CIDm00000238" "b2476"
"CIDm00000238" "b2499"
"CIDm00000238" "b2500"
"CIDm00000238" "b2501"
"CIDm00000238" "b2503"
"CIDm00000238" "b2508"
"CIDm00000238" "b2514"
"CIDm00000238" "b2518"
"CIDm00000238" "b2542"
"CIDm00000238" "b2554"
"CIDm00000238" "b2557"
"CIDm00000238" "b2615"
"CIDm00000238" "b2627"
"CIDm00000238" "b2675"
"CIDm00000238" "b2697"
"CIDm00000238" "b2699"
"CIDm00000238" "b2708"
"CIDm00000238" "b2730"
"CIDm00000238" "b2733"
"CIDm00000238" "b2734"
"CIDm00000238" "b2741"
"CIDm00000238" "b2752"
"CIDm00000238" "b2761"
"CIDm00000238" "b2762"
"CIDm00000238" "b2776"
"CIDm00000238" "b2781"
"CIDm00000238" "b2786"
"CIDm00000238" "b2803"
"CIDm00000238" "b2818"
"CIDm00000238" "b2821"
"CIDm00000238" "b2830"
"CIDm00000238" "b2836"
"CIDm00000238" "b2851"
"CIDm00000238" "b2852"
"CIDm00000238" "b2926"
"CIDm00000238" "b2928"
"CIDm00000238" "b2942"
"CIDm00000238" "b2950"
"CIDm00000238" "b3064"
"CIDm00000238" "b3066"
"CIDm00000238" "b3067"
"CIDm00000238" "b3081"
"CIDm00000238" "b3087"
"CIDm00000238" "b3115"
"CIDm00000238" "b3166"
"CIDm00000238" "b3172"
"CIDm00000238" "b3197"
"CIDm00000238" "b3201"
"CIDm00000238" "b3210"
"CIDm00000238" "b3234"
"CIDm00000238" "b3235"
"CIDm00000238" "b3256"
"CIDm00000238" "b3290"
"CIDm00000238" "b3295"
"CIDm00000238" "b3297"
"CIDm00000238" "b3305"
"CIDm00000238" "b3310"
"CIDm00000238" "b3357"
"CIDm00000238" "b3361"
"CIDm00000238" "b3374"
"CIDm00000238" "b3384"
"CIDm00000238" "b3390"
"CIDm00000238" "b3397"
"CIDm00000238" "b3403"
"CIDm00000238" "b3430"
"CIDm00000238" "b3437"
"CIDm00000238" "b3440"
"CIDm00000238" "b3454"
"CIDm00000238" "b3461"
"CIDm00000238" "b3469"
"CIDm00000238" "b3479"
"CIDm00000238" "b3495"
"CIDm00000238" "b3526"
"CIDm00000238" "b3529"
"CIDm00000238" "b3530"
"CIDm00000238" "b3541"
"CIDm00000238" "b3560"
"CIDm00000238" "b3564"
"CIDm00000238" "b3580"
"CIDm00000238" "b3634"
"CIDm00000238" "b3649"
"CIDm00000238" "b3668"
"CIDm00000238" "b3730"
"CIDm00000238" "b3731"
"CIDm00000238" "b3732"
"CIDm00000238" "b3733"
"CIDm00000238" "b3734"
"CIDm00000238" "b3735"
"CIDm00000238" "b3737"
"CIDm00000238" "b3752"
"CIDm00000238" "b3849"
"CIDm00000238" "b3868"
"CIDm00000238" "b3904"
"CIDm00000238" "b3911"
"CIDm00000238" "b3916"
"CIDm00000238" "b3923"
"CIDm00000238" "b3931"
"CIDm00000238" "b3932"
"CIDm00000238" "b3959"
"CIDm00000238" "b3973"
"CIDm00000238" "b3974"
"CIDm00000238" "b3983"
"CIDm00000238" "b3985"
"CIDm00000238" "b3987"
"CIDm00000238" "b3988"
"CIDm00000238" "b3992"
"CIDm00000238" "b4003"
"CIDm00000238" "b4004"
"CIDm00000238" "b4005"
"CIDm00000238" "b4016"
"CIDm00000238" "b4017"
"CIDm00000238" "b4032"
"CIDm00000238" "b4033"
"CIDm00000238" "b4034"
"CIDm00000238" "b4035"
"CIDm00000238" "b4069"
"CIDm00000238" "b4129"
"CIDm00000238" "b4143"
"CIDm00000238" "b4167"
"CIDm00000238" "b4170"
"CIDm00000238" "b4172"
"CIDm00000238" "b4242"
"CIDm00000238" "b4244"
"CIDm00000238" "b4245"
"CIDm00000238" "b4280"
"CIDm00000238" "b4386"
"CIDm00000238" "b4390"
"CIDm00000238" "b4399"
"CIDm00000238" "b4475"
"CIDm00000239" "b0133"
"CIDm00000239" "b3648"
"CIDm00000239" "b3732"
"CIDm00000239" "b3733"
"CIDm00000239" "b3734"
"CIDm00000253" "b2699"
"CIDm00000253" "b3231"
"CIDm00000253" "b3255"
"CIDm00000253" "b3256"
"CIDm00000253" "b3301"
"CIDm00000253" "b3302"
"CIDm00000253" "b3304"
"CIDm00000253" "b3305"
"CIDm00000253" "b3308"
"CIDm00000253" "b3309"
"CIDm00000253" "b3310"
"CIDm00000253" "b3312"
"CIDm00000253" "b3313"
"CIDm00000253" "b3315"
"CIDm00000253" "b3317"
"CIDm00000253" "b3318"
"CIDm00000253" "b3319"
"CIDm00000253" "b3320"
"CIDm00000253" "b3973"
"CIDm00000253" "b3983"
"CIDm00000253" "b3985"
"CIDm00000264" "b0852"
"CIDm00000264" "b2947"
"CIDm00000264" "b3379"
"CIDm00000274" "b0047"
"CIDm00000274" "b0234"
"CIDm00000274" "b0478"
"CIDm00000274" "b1250"
"CIDm00000274" "b1334"
"CIDm00000274" "b1932"
"CIDm00000274" "b2163"
"CIDm00000274" "b2518"
"CIDm00000274" "b2584"
"CIDm00000274" "b3067"
"CIDm00000274" "b3295"
"CIDm00000274" "b3350"
"CIDm00000274" "b3357"
"CIDm00000274" "b3441"
"CIDm00000274" "b3550"
"CIDm00000274" "b3649"
"CIDm00000274" "b3790"
"CIDm00000274" "b3987"
"CIDm00000274" "b4012"
"CIDm00000274" "b4055"
"CIDm00000290" "b0868"
"CIDm00000290" "b0910"
"CIDm00000290" "b0918"
"CIDm00000290" "b1208"
"CIDm00000290" "b1408"
"CIDm00000290" "b1758"
"CIDm00000290" "b1912"
"CIDm00000290" "b2016"
"CIDm00000290" "b2052"
"CIDm00000290" "b2234"
"CIDm00000290" "b2255"
"CIDm00000290" "b2496"
"CIDm00000290" "b2518"
"CIDm00000290" "b2675"
"CIDm00000290" "b2746"
"CIDm00000290" "b2747"
"CIDm00000290" "b2926"
"CIDm00000290" "b3619"
"CIDm00000290" "b3643"
"CIDm00000290" "b3702"
"CIDm00000290" "b4172"
"CIDm00000294" "b0047"
"CIDm00000294" "b0080"
"CIDm00000294" "b0155"
"CIDm00000294" "b0344"
"CIDm00000294" "b0345"
"CIDm00000294" "b0403"
"CIDm00000294" "b0478"
"CIDm00000294" "b0756"
"CIDm00000294" "b1250"
"CIDm00000294" "b1309"
"CIDm00000294" "b1320"
"CIDm00000294" "b1620"
"CIDm00000294" "b1658"
"CIDm00000294" "b1734"
"CIDm00000294" "b1737"
"CIDm00000294" "b1927"
"CIDm00000294" "b2151"
"CIDm00000294" "b2544"
"CIDm00000294" "b2714"
"CIDm00000294" "b2837"
"CIDm00000294" "b3075"
"CIDm00000294" "b3196"
"CIDm00000294" "b3350"
"CIDm00000294" "b3417"
"CIDm00000294" "b3432"
"CIDm00000294" "b3571"
"CIDm00000294" "b3753"
"CIDm00000294" "b3879"
"CIDm00000294" "b3934"
"CIDm00000294" "b4032"
"CIDm00000294" "b4033"
"CIDm00000294" "b4034"
"CIDm00000294" "b4035"
"CIDm00000294" "b4119"
"CIDm00000294" "b4239"
"CIDm00000294" "b4241"
"CIDm00000294" "b4242"
"CIDm00000294" "b4244"
"CIDm00000294" "b4245"
"CIDm00000295" "b0047"
"CIDm00000295" "b0478"
"CIDm00000295" "b0834"
"CIDm00000295" "b1250"
"CIDm00000295" "b1285"
"CIDm00000295" "b1341"
"CIDm00000295" "b1489"
"CIDm00000295" "b1535"
"CIDm00000295" "b1785"
"CIDm00000295" "b1786"
"CIDm00000295" "b2518"
"CIDm00000295" "b2604"
"CIDm00000295" "b3350"
"CIDm00000295" "b3357"
"CIDm00000309" "b0118"
"CIDm00000309" "b0771"
"CIDm00000309" "b1276"
"CIDm00000311" "b0002"
"CIDm00000311" "b0008"
"CIDm00000311" "b0025"
"CIDm00000311" "b0037"
"CIDm00000311" "b0040"
"CIDm00000311" "b0049"
"CIDm00000311" "b0053"
"CIDm00000311" "b0073"
"CIDm00000311" "b0074"
"CIDm00000311" "b0095"
"CIDm00000311" "b0099"
"CIDm00000311" "b0110"
"CIDm00000311" "b0123"
"CIDm00000311" "b0150"
"CIDm00000311" "b0166"
"CIDm00000311" "b0168"
"CIDm00000311" "b0173"
"CIDm00000311" "b0181"
"CIDm00000311" "b0184"
"CIDm00000311" "b0187"
"CIDm00000311" "b0207"
"CIDm00000311" "b0210"
"CIDm00000311" "b0213"
"CIDm00000311" "b0214"
"CIDm00000311" "b0225"
"CIDm00000311" "b0232"
"CIDm00000311" "b0234"
"CIDm00000311" "b0237"
"CIDm00000311" "b0238"
"CIDm00000311" "b0293"
"CIDm00000311" "b0312"
"CIDm00000311" "b0313"
"CIDm00000311" "b0314"
"CIDm00000311" "b0320"
"CIDm00000311" "b0323"
"CIDm00000311" "b0333"
"CIDm00000311" "b0342"
"CIDm00000311" "b0352"
"CIDm00000311" "b0376"
"CIDm00000311" "b0397"
"CIDm00000311" "b0405"
"CIDm00000311" "b0416"
"CIDm00000311" "b0419"
"CIDm00000311" "b0421"
"CIDm00000311" "b0424"
"CIDm00000311" "b0441"
"CIDm00000311" "b0446"
"CIDm00000311" "b0450"
"CIDm00000311" "b0459"
"CIDm00000311" "b0462"
"CIDm00000311" "b0464"
"CIDm00000311" "b0469"
"CIDm00000311" "b0477"
"CIDm00000311" "b0480"
"CIDm00000311" "b0484"
"CIDm00000311" "b0487"
"CIDm00000311" "b0493"
"CIDm00000311" "b0512"
"CIDm00000311" "b0518"
"CIDm00000311" "b0521"
"CIDm00000311" "b0525"
"CIDm00000311" "b0578"
"CIDm00000311" "b0596"
"CIDm00000311" "b0605"
"CIDm00000311" "b0612"
"CIDm00000311" "b0615"
"CIDm00000311" "b0619"
"CIDm00000311" "b0632"
"CIDm00000311" "b0639"
"CIDm00000311" "b0675"
"CIDm00000311" "b0678"
"CIDm00000311" "b0683"
"CIDm00000311" "b0710"
"CIDm00000311" "b0713"
"CIDm00000311" "b0720"
"CIDm00000311" "b0721"
"CIDm00000311" "b0728"
"CIDm00000311" "b0729"
"CIDm00000311" "b0730"
"CIDm00000311" "b0755"
"CIDm00000311" "b0756"
"CIDm00000311" "b0763"
"CIDm00000311" "b0766"
"CIDm00000311" "b0770"
"CIDm00000311" "b0771"
"CIDm00000311" "b0777"
"CIDm00000311" "b0783"
"CIDm00000311" "b0796"
"CIDm00000311" "b0797"
"CIDm00000311" "b0799"
"CIDm00000311" "b0817"
"CIDm00000311" "b0818"
"CIDm00000311" "b0821"
"CIDm00000311" "b0822"
"CIDm00000311" "b0825"
"CIDm00000311" "b0826"
"CIDm00000311" "b0838"
"CIDm00000311" "b0839"
"CIDm00000311" "b0844"
"CIDm00000311" "b0852"
"CIDm00000311" "b0867"
"CIDm00000311" "b0868"
"CIDm00000311" "b0888"
"CIDm00000311" "b0921"
"CIDm00000311" "b0935"
"CIDm00000311" "b0947"
"CIDm00000311" "b1000"
"CIDm00000311" "b1010"
"CIDm00000311" "b1012"
"CIDm00000311" "b1013"
"CIDm00000311" "b1014"
"CIDm00000311" "b1033"
"CIDm00000311" "b1066"
"CIDm00000311" "b1095"
"CIDm00000311" "b1096"
"CIDm00000311" "b1098"
"CIDm00000311" "b1100"
"CIDm00000311" "b1127"
"CIDm00000311" "b1128"
"CIDm00000311" "b1131"
"CIDm00000311" "b1134"
"CIDm00000311" "b1136"
"CIDm00000311" "b1162"
"CIDm00000311" "b1176"
"CIDm00000311" "b1178"
"CIDm00000311" "b1210"
"CIDm00000311" "b1218"
"CIDm00000311" "b1232"
"CIDm00000311" "b1241"
"CIDm00000311" "b1253"
"CIDm00000311" "b1260"
"CIDm00000311" "b1271"
"CIDm00000311" "b1276"
"CIDm00000311" "b1281"
"CIDm00000311" "b1297"
"CIDm00000311" "b1300"
"CIDm00000311" "b1314"
"CIDm00000311" "b1317"
"CIDm00000311" "b1324"
"CIDm00000311" "b1326"
"CIDm00000311" "b1343"
"CIDm00000311" "b1385"
"CIDm00000311" "b1408"
"CIDm00000311" "b1411"
"CIDm00000311" "b1415"
"CIDm00000311" "b1427"
"CIDm00000311" "b1430"
"CIDm00000311" "b1444"
"CIDm00000311" "b1448"
"CIDm00000311" "b1451"
"CIDm00000311" "b1454"
"CIDm00000311" "b1498"
"CIDm00000311" "b1525"
"CIDm00000311" "b1584"
"CIDm00000311" "b1606"
"CIDm00000311" "b1611"
"CIDm00000311" "b1618"
"CIDm00000311" "b1635"
"CIDm00000311" "b1651"
"CIDm00000311" "b1676"
"CIDm00000311" "b1693"
"CIDm00000311" "b1701"
"CIDm00000311" "b1713"
"CIDm00000311" "b1727"
"CIDm00000311" "b1737"
"CIDm00000311" "b1746"
"CIDm00000311" "b1758"
"CIDm00000311" "b1759"
"CIDm00000311" "b1771"
"CIDm00000311" "b1772"
"CIDm00000311" "b1781"
"CIDm00000311" "b1800"
"CIDm00000311" "b1801"
"CIDm00000311" "b1805"
"CIDm00000311" "b1808"
"CIDm00000311" "b1809"
"CIDm00000311" "b1813"
"CIDm00000311" "b1822"
"CIDm00000311" "b1838"
"CIDm00000311" "b1850"
"CIDm00000311" "b1854"
"CIDm00000311" "b1865"
"CIDm00000311" "b1870"
"CIDm00000311" "b1871"
"CIDm00000311" "b1912"
"CIDm00000311" "b1932"
"CIDm00000311" "b1961"
"CIDm00000311" "b1967"
"CIDm00000311" "b2010"
"CIDm00000311" "b2016"
"CIDm00000311" "b2017"
"CIDm00000311" "b2021"
"CIDm00000311" "b2024"
"CIDm00000311" "b2029"
"CIDm00000311" "b2033"
"CIDm00000311" "b2039"
"CIDm00000311" "b2051"
"CIDm00000311" "b2052"
"CIDm00000311" "b2054"
"CIDm00000311" "b2055"
"CIDm00000311" "b2059"
"CIDm00000311" "b2066"
"CIDm00000311" "b2100"
"CIDm00000311" "b2101"
"CIDm00000311" "b2114"
"CIDm00000311" "b2127"
"CIDm00000311" "b2134"
"CIDm00000311" "b2137"
"CIDm00000311" "b2150"
"CIDm00000311" "b2160"
"CIDm00000311" "b2166"
"CIDm00000311" "b2195"
"CIDm00000311" "b2235"
"CIDm00000311" "b2236"
"CIDm00000311" "b2239"
"CIDm00000311" "b2251"
"CIDm00000311" "b2253"
"CIDm00000311" "b2254"
"CIDm00000311" "b2255"
"CIDm00000311" "b2260"
"CIDm00000311" "b2265"
"CIDm00000311" "b2292"
"CIDm00000311" "b2293"
"CIDm00000311" "b2301"
"CIDm00000311" "b2302"
"CIDm00000311" "b2323"
"CIDm00000311" "b2351"
"CIDm00000311" "b2421"
"CIDm00000311" "b2430"
"CIDm00000311" "b2436"
"CIDm00000311" "b2438"
"CIDm00000311" "b2455"
"CIDm00000311" "b2464"
"CIDm00000311" "b2476"
"CIDm00000311" "b2480"
"CIDm00000311" "b2499"
"CIDm00000311" "b2507"
"CIDm00000311" "b2508"
"CIDm00000311" "b2518"
"CIDm00000311" "b2525"
"CIDm00000311" "b2544"
"CIDm00000311" "b2551"
"CIDm00000311" "b2553"
"CIDm00000311" "b2576"
"CIDm00000311" "b2580"
"CIDm00000311" "b2582"
"CIDm00000311" "b2584"
"CIDm00000311" "b2593"
"CIDm00000311" "b2615"
"CIDm00000311" "b2661"
"CIDm00000311" "b2676"
"CIDm00000311" "b2690"
"CIDm00000311" "b2699"
"CIDm00000311" "b2705"
"CIDm00000311" "b2708"
"CIDm00000311" "b2728"
"CIDm00000311" "b2729"
"CIDm00000311" "b2734"
"CIDm00000311" "b2746"
"CIDm00000311" "b2750"
"CIDm00000311" "b2751"
"CIDm00000311" "b2768"
"CIDm00000311" "b2779"
"CIDm00000311" "b2787"
"CIDm00000311" "b2788"
"CIDm00000311" "b2830"
"CIDm00000311" "b2834"
"CIDm00000311" "b2836"
"CIDm00000311" "b2840"
"CIDm00000311" "b2873"
"CIDm00000311" "b2874"
"CIDm00000311" "b2904"
"CIDm00000311" "b2908"
"CIDm00000311" "b2913"
"CIDm00000311" "b2914"
"CIDm00000311" "b2928"
"CIDm00000311" "b2947"
"CIDm00000311" "b2950"
"CIDm00000311" "b2954"
"CIDm00000311" "b2963"
"CIDm00000311" "b2989"
"CIDm00000311" "b2990"
"CIDm00000311" "b3001"
"CIDm00000311" "b3012"
"CIDm00000311" "b3063"
"CIDm00000311" "b3074"
"CIDm00000311" "b3113"
"CIDm00000311" "b3136"
"CIDm00000311" "b3141"
"CIDm00000311" "b3153"
"CIDm00000311" "b3160"
"CIDm00000311" "b3162"
"CIDm00000311" "b3164"
"CIDm00000311" "b3187"
"CIDm00000311" "b3189"
"CIDm00000311" "b3197"
"CIDm00000311" "b3229"
"CIDm00000311" "b3236"
"CIDm00000311" "b3253"
"CIDm00000311" "b3287"
"CIDm00000311" "b3292"
"CIDm00000311" "b3319"
"CIDm00000311" "b3347"
"CIDm00000311" "b3363"
"CIDm00000311" "b3368"
"CIDm00000311" "b3371"
"CIDm00000311" "b3374"
"CIDm00000311" "b3375"
"CIDm00000311" "b3397"
"CIDm00000311" "b3409"
"CIDm00000311" "b3441"
"CIDm00000311" "b3449"
"CIDm00000311" "b3464"
"CIDm00000311" "b3469"
"CIDm00000311" "b3481"
"CIDm00000311" "b3518"
"CIDm00000311" "b3526"
"CIDm00000311" "b3550"
"CIDm00000311" "b3579"
"CIDm00000311" "b3588"
"CIDm00000311" "b3590"
"CIDm00000311" "b3592"
"CIDm00000311" "b3615"
"CIDm00000311" "b3619"
"CIDm00000311" "b3626"
"CIDm00000311" "b3627"
"CIDm00000311" "b3633"
"CIDm00000311" "b3678"
"CIDm00000311" "b3684"
"CIDm00000311" "b3697"
"CIDm00000311" "b3715"
"CIDm00000311" "b3718"
"CIDm00000311" "b3728"
"CIDm00000311" "b3729"
"CIDm00000311" "b3752"
"CIDm00000311" "b3770"
"CIDm00000311" "b3775"
"CIDm00000311" "b3780"
"CIDm00000311" "b3781"
"CIDm00000311" "b3789"
"CIDm00000311" "b3790"
"CIDm00000311" "b3791"
"CIDm00000311" "b3801"
"CIDm00000311" "b3826"
"CIDm00000311" "b3857"
"CIDm00000311" "b3860"
"CIDm00000311" "b3870"
"CIDm00000311" "b3872"
"CIDm00000311" "b3879"
"CIDm00000311" "b3902"
"CIDm00000311" "b3919"
"CIDm00000311" "b3940"
"CIDm00000311" "b3946"
"CIDm00000311" "b3963"
"CIDm00000311" "b3967"
"CIDm00000311" "b3974"
"CIDm00000311" "b3992"
"CIDm00000311" "b3999"
"CIDm00000311" "b4012"
"CIDm00000311" "b4019"
"CIDm00000311" "b4024"
"CIDm00000311" "b4042"
"CIDm00000311" "b4046"
"CIDm00000311" "b4051"
"CIDm00000311" "b4052"
"CIDm00000311" "b4063"
"CIDm00000311" "b4102"
"CIDm00000311" "b4109"
"CIDm00000311" "b4125"
"CIDm00000311" "b4135"
"CIDm00000311" "b4150"
"CIDm00000311" "b4151"
"CIDm00000311" "b4152"
"CIDm00000311" "b4153"
"CIDm00000311" "b4154"
"CIDm00000311" "b4162"
"CIDm00000311" "b4177"
"CIDm00000311" "b4192"
"CIDm00000311" "b4207"
"CIDm00000311" "b4213"
"CIDm00000311" "b4222"
"CIDm00000311" "b4232"
"CIDm00000311" "b4243"
"CIDm00000311" "b4244"
"CIDm00000311" "b4245"
"CIDm00000311" "b4248"
"CIDm00000311" "b4249"
"CIDm00000311" "b4291"
"CIDm00000311" "b4378"
"CIDm00000311" "b4381"
"CIDm00000311" "b4391"
"CIDm00000311" "b4474"
